2013,2014,2015,2016
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1142.618365,1155.228389,1191.104,1191.104215
1140.719815,1151.783588,1190.905,1190.904731
1140.719815,1151.783588,1190.905,1190.904731
1140.719815,1151.783588,1190.905,1190.904731
1140.719815,1151.783588,1190.905,1190.904731
1140.719815,1151.783588,1190.905,1190.904731
1140.719815,1151.783588,1190.905,1190.904731
